Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05	DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26628001.0	0.0	150.0	35.0	25.832339432174667	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_06_R_U149791_BL_ADL_M__SRR17643234__R2__9836c3f9a947e775f8db4a333f060c27	DE_06_R_U149791_BL_ADL_M__SRR17643234__R2__9836c3f9a947e775f8db4a333f060c27.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26628001.0	0.0	150.0	38.0	21.562574679876715	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658	DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25574103.0	0.0	150.0	35.0	25.034219979267426	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_06_R_U168348_BL_CHK_U__SRR17643231__R2__3bf17458e65c6c5dc364ba36b687f853	DE_06_R_U168348_BL_CHK_U__SRR17643231__R2__3bf17458e65c6c5dc364ba36b687f853.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25574103.0	0.0	150.0	36.0	21.606490839898886	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8	DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23003470.0	0.0	150.0	34.0	39.25978727512322	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
DE_07_R_U149791_BL_ADL_M__SRR17643233__R2__cdbb3a5f74c29843b0f198fcee281821	DE_07_R_U149791_BL_ADL_M__SRR17643233__R2__cdbb3a5f74c29843b0f198fcee281821.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23003470.0	0.0	150.0	36.0	37.75478815830831	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d	DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27758563.0	0.0	150.0	34.0	26.643848224625007	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_U150702_BL_ADL_M__SRR17643232__R2__0a1143dc24a2ff8a7eb1d7da32f81e7a	DE_07_R_U150702_BL_ADL_M__SRR17643232__R2__0a1143dc24a2ff8a7eb1d7da32f81e7a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27758563.0	0.0	150.0	37.0	22.647657918981242	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9	DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23421608.0	0.0	150.0	37.0	28.81210514518718	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_U170608_BL_YRL_M__SRR17643230__R2__ff1a078e9637f887349ec6ecb52c0cc1	DE_07_R_U170608_BL_YRL_M__SRR17643230__R2__ff1a078e9637f887349ec6ecb52c0cc1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23421608.0	0.0	150.0	39.0	24.847016296569112	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434	DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26961873.0	0.0	150.0	34.0	26.57095751888195	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49	DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26961873.0	0.0	150.0	37.0	21.085288075657846	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc	DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24972722.0	0.0	150.0	34.0	26.811553864908923	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21	DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24972722.0	0.0	150.0	36.0	23.33475957096216	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe	DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23692055.0	0.0	150.0	35.0	27.840608068615897	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf	DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23692055.0	0.0	150.0	36.0	24.278394755369188	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf	DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27019427.0	0.0	150.0	35.0	24.67038328812421	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b	DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27019427.0	0.0	150.0	37.0	21.431470033934698	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb	DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25016372.0	0.0	150.0	37.0	28.194465823146093	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e	DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25016372.0	0.0	150.0	38.0	23.70126798213423	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4	DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18563734.0	0.0	150.0	35.0	32.03536452031759	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219	DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18563734.0	0.0	150.0	37.0	25.12912004909409	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68	DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4073643.0	0.0	150.0	36.0	44.42593860937662	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd	DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4073643.0	0.0	150.0	37.0	38.74430215594638	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539	DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539.fq.gz	Conventional base calls	Sanger / Illumina 1.9	490523666.0	0.0	150.0	38.0	34.07664294714564	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a	DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	490523666.0	0.0	150.0	38.0	29.75516613266181	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce	DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21582144.0	0.0	150.0	34.0	47.56618012293355	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061	DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21582144.0	0.0	150.0	38.0	29.94388509994108	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d	DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3569307.0	0.0	150.0	36.0	48.92388570900305	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8	DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3569307.0	0.0	150.0	38.0	43.56926249159011	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162	DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3250373.0	0.0	150.0	37.0	50.23952196802476	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	fail
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21	DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3250373.0	0.0	150.0	38.0	45.826611708277674	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36	DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29263779.0	0.0	150.0	34.0	26.98495663549418	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a	DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29263779.0	0.0	150.0	36.0	21.621030167202022	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6	DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25129905.0	0.0	150.0	35.0	26.11987332194602	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9	DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25129905.0	0.0	150.0	36.0	22.850752908375625	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db	DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26377568.0	0.0	150.0	36.0	25.821060310759357	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580	DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26377568.0	0.0	150.0	38.0	21.471005453557744	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42	DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28036643.0	0.0	150.0	35.0	24.937384279915083	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205	DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28036643.0	0.0	150.0	36.0	21.264601888615424	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c	DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29015212.0	0.0	150.0	36.0	29.38445795443061	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4	DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29015212.0	0.0	150.0	37.0	19.847546749249844	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3	DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28076628.0	0.0	150.0	35.0	29.938438963849297	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932	DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28076628.0	0.0	150.0	36.0	20.868673273698075	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d	DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30858554.0	0.0	150.0	35.0	23.97367466688964	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087	DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30858554.0	0.0	150.0	36.0	20.759009559602738	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884	DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25849797.0	0.0	150.0	35.0	25.674043154915182	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad	DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25849797.0	0.0	150.0	37.0	22.191895087900928	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071	DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26397771.0	0.0	150.0	36.0	29.873806973179917	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b	DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26397771.0	0.0	150.0	37.0	20.630575764921012	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b	DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27963867.0	0.0	150.0	36.0	29.680303180081243	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243	DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27963867.0	0.0	150.0	38.0	19.853619926168616	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16	DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27995938.0	0.0	150.0	35.0	24.987220168825015	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f	DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27995938.0	0.0	150.0	37.0	20.719131060623127	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c	DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28415192.0	0.0	150.0	34.0	24.811144548726517	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b	DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28415192.0	0.0	150.0	36.0	20.872682876158144	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918	DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26554819.0	0.0	150.0	35.0	25.099272769951636	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55	DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26554819.0	0.0	150.0	37.0	20.744707939386544	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef	DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22393387.0	0.0	150.0	35.0	26.92896254139955	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70	DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22393387.0	0.0	150.0	36.0	23.48759848374479	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d	DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29016076.0	0.0	150.0	35.0	26.99214795297334	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e	DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29016076.0	0.0	150.0	37.0	19.81119839178686	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1602_BL_ADL_U__SRR17643236__R1__67b97a71436ca90c29a81b529e19df8c	EG_15_S_1602_BL_ADL_U__SRR17643236__R1__67b97a71436ca90c29a81b529e19df8c.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13710456.0	0.0	150.0	35.0	33.73619807192834	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1602_BL_ADL_U__SRR17643236__R2__7fe74f22c87dfabced4e0237f9f4134a	EG_15_S_1602_BL_ADL_U__SRR17643236__R2__7fe74f22c87dfabced4e0237f9f4134a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13710456.0	0.0	150.0	38.0	26.921073387916962	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1602_BL_ADL_U__SRR17643247__R1__5e06e72bfec4e1523a130d0abdeee8be	EG_15_S_1602_BL_ADL_U__SRR17643247__R1__5e06e72bfec4e1523a130d0abdeee8be.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3608344.0	0.0	150.0	37.0	45.72083044922962	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1602_BL_ADL_U__SRR17643247__R2__1bc84380ef4a56fb1f9d0964d19f4fbc	EG_15_S_1602_BL_ADL_U__SRR17643247__R2__1bc84380ef4a56fb1f9d0964d19f4fbc.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3608344.0	0.0	150.0	38.0	40.14865073346534	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1603_BL_ADL_U__SRR17643214__R1__890e6061321190e4d06001490ed84a97	EG_15_S_1603_BL_ADL_U__SRR17643214__R1__890e6061321190e4d06001490ed84a97.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15296248.0	0.0	150.0	35.0	32.25134685293508	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1603_BL_ADL_U__SRR17643214__R2__e018b7ba70de51bf3c67568bdcee5ebd	EG_15_S_1603_BL_ADL_U__SRR17643214__R2__e018b7ba70de51bf3c67568bdcee5ebd.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15296248.0	0.0	150.0	37.0	24.922685308586765	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1603_BL_ADL_U__SRR17643225__R1__a3b221ad7b1daf08e344f4206f171e3a	EG_15_S_1603_BL_ADL_U__SRR17643225__R1__a3b221ad7b1daf08e344f4206f171e3a.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2833151.0	0.0	150.0	36.0	47.71397945790516	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
EG_15_S_1603_BL_ADL_U__SRR17643225__R2__4961d903a6e5709686ae178532ba5db2	EG_15_S_1603_BL_ADL_U__SRR17643225__R2__4961d903a6e5709686ae178532ba5db2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2833151.0	0.0	150.0	37.0	42.06963547060124	150.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
